150|SF57844|1|2|KES Kenya (Chelín), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México,  KES Kenya (Chelín), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
151|SF57845|1|2|KES Kenya (Chelín), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, KES Kenya (Chelín), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
152|SF57846|1|2|KWD Kuwait (Dinar), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México,  KWD Kuwait (Dinar), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
153|SF57847|1|2|KWD Kuwait (Dinar), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, KWD Kuwait (Dinar), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
154|SF57854|1|2|MYR Malasia (Ringgit), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, MYR Malasia (Ringgit), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
155|SF57855|1|2|MYR Malasia (Ringgit), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México,  MYR Malasia (Ringgit), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
156|SF57858|1|2|MAD Marruecos (Dirham), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, MAD Marruecos (Dirham), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
157|SF57859|1|2|MAD Marruecos (Dirham), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, MAD Marruecos (Dirham), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
158|SF57860|1|2|NIC Nicaragua (Cordoba), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, NIC Nicaragua (Cordoba), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
159|SF57861|1|2|NIC Nicaragua (Cordoba), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México,  NIC Nicaragua (Cordoba), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
160|SF57862|1|2|NGN Nigeria (Fed) (Naira), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, NGN Nigeria (Fed) (Naira), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
161|SF57863|1|2|NGN Nigeria (Fed) (Naira), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México,  NGN Nigeria (Fed) (Naira), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
162|SF57864|1|2|NOK Noruega (Corona), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, NOK Noruega (Corona), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
163|SF57865|1|2|NOK Noruega (Corona), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México,  NOK Noruega (Corona), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
164|SF57866|1|2|NZD Nueva Zelanda (Dólar), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, NZD Nueva Zelanda (Dólar), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
165|SF57867|1|2|NZD Nueva Zelanda (Dólar), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, NZD Nueva Zelanda (Dólar), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
166|SF57870|1|2|PAB Panamá (Balboa), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México,  PAB Panamá (Balboa), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
167|SF57871|1|2|PAB Panamá (Balboa), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, PAB Panamá (Balboa), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
168|SF57872|1|2|PYG Paraguay (Guarani 2/), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, PYG Paraguay (Guarani 2/), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
169|SF57873|1|2|PYG Paraguay (Guarani 2/), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, PYG Paraguay (Guarani 2/), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
170|SF57874|1|2|PEN Perú (Nuevo Sol), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México,  PEN Perú (Nuevo Sol), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
171|SF57875|1|2|PEN Perú (Nuevo Sol), Tipo en pesos|Tipos de Cambio para Revalorización de Balance del Banco de México, PEN Perú (Nuevo Sol), Tipo en pesos|2000-01-01|\N|\N|1|\N|\N
172|SF57876|1|2|PLN Polonia (Zloty), Dólares por divisa|Tipos de Cambio para Revalorización de Balance del Banco de México, PLN Polonia (Zloty), Dólares por divisa|2000-01-01|\N|\N|1|\N|\N
